id,Race,Class,Boost,STR,INT,WIS,DEX,CON
542,Wemic,Warrior,10,78,50,45,65,74
543,Wemic,Barbarian,10,74,50,45,65,78
544,Wemic,Ranger,10,70,50,49,73,70
545,Wemic,Swash,N/A,74,50,45,73,70
546,Wemic,Armsman,0,78,50,45,65,74
547,Wemic,Samurai,10,78,50,45,65,74
548,Wemic,Thief,-10,70,54,45,73,70
549,Wemic,Assassin,-20,70,54,45,73,70
550,Wemic,Bandit,-20,74,50,45,73,70
551,Wemic,Pirate,0,70,54,45,73,70
552,Wemic,Nightshade,-10,70,54,45,73,70
553,Wemic,Ninja,-10,74,50,45,73,70
554,Wemic,Mage,N/A,70,58,49,65,70
555,Wemic,Illusionist,N/A,70,58,49,65,70
556,Wemic,Warlock,N/A,70,58,45,69,70
557,Wemic,Enchanter,N/A,70,58,49,65,70
558,Wemic,Mentalist,N/A,70,58,49,65,70
559,Wemic,WuJen,N/A,70,58,49,65,70
560,Wemic,Cleric,0,70,54,53,65,70
561,Wemic,Crusader,-20,70,50,53,65,74
562,Wemic,Druid,0,70,50,53,69,70
563,Wemic,Shaman,10,70,54,53,65,70
564,Wemic,Priest,-10,70,54,53,65,70
565,Wemic,Shukenja,10,70,54,53,65,70
566,Wemic,Bard,N/A,70,54,53,65,70
567,Wemic,Jongleur,N/A,70,50,49,73,70
568,Wemic,Charlatan,N/A,70,54,53,65,70
569,Wemic,Skald,N/A,74,50,53,65,70
570,Wemic,Brew,N/A,78,50,49,65,70
571,Felar,(none),N/A,30,55,70,92,45
572,Felar,Warrior,0,38,55,70,92,49
573,Felar,Barbarian,10,34,55,70,92,53
574,Felar,Ranger,10,30,55,74,100,45
575,Felar,Swash,N/A,34,55,70,100,45
576,Felar,Armsman,-10,38,55,70,92,49
577,Felar,Samurai,0,38,55,70,92,49
578,Felar,Thief,10,30,59,70,100,45
579,Felar,Assassin,0,30,59,70,100,45
580,Felar,Bandit,0,34,55,70,100,45
581,Felar,Pirate,0,30,59,70,100,45
582,Felar,Nightshade,10,30,59,70,100,45
583,Felar,Ninja,20,34,55,70,100,45
584,Felar,Mage,0,30,63,74,92,45
585,Felar,Illusionist,0,30,63,74,92,45
586,Felar,Warlock,0,30,63,70,96,45
587,Felar,Enchanter,0,30,63,74,92,45
588,Felar,Mentalist,0,30,63,74,92,45
589,Felar,WuJen,20,30,63,74,92,45
590,Felar,Cleric,0,30,59,78,92,45
591,Felar,Crusader,0,30,55,78,92,49
592,Felar,Druid,10,30,55,78,96,45
593,Felar,Shaman,0,30,59,78,92,45
594,Felar,Priest,0,30,59,78,92,45
595,Felar,Shukenja,-10,30,59,78,92,45
596,Felar,Bard,-10,30,59,78,92,45
597,Felar,Jongleur,10,30,55,74,100,45
598,Felar,Charlatan,0,30,59,78,92,45
599,Felar,Skald,-10,34,55,78,92,45
600,Felar,Brew,0,38,55,74,92,45
601,Minotaur,(none),N/A,77,59,52,40,80
602,Minotaur,Warrior,20,85,59,52,40,84
603,Minotaur,Barbarian,30,81,59,52,40,88
604,Minotaur,Ranger,0,77,59,56,48,80
605,Minotaur,Swash,N/A,81,59,52,48,80
606,Minotaur,Armsman,20,85,59,52,40,84
607,Minotaur,Samurai,20,85,59,52,40,84
608,Minotaur,Thief,-10,77,63,52,48,80
609,Minotaur,Assassin,-10,77,63,52,48,80
610,Minotaur,Bandit,-20,81,59,52,48,80
611,Minotaur,Pirate,0,77,63,52,48,80
612,Minotaur,Nightshade,N/A,77,63,52,48,80
613,Minotaur,Ninja,-10,81,59,52,48,80
614,Minotaur,Mage,-10,77,67,56,40,80
615,Minotaur,Illusionist,-10,77,67,56,40,80
616,Minotaur,Warlock,N/A,77,67,52,44,80
617,Minotaur,Enchanter,-10,77,67,56,40,80
618,Minotaur,Mentalist,-20,77,67,56,40,80
619,Minotaur,WuJen,-10,77,67,56,40,80
620,Minotaur,Cleric,0,77,63,60,40,80
621,Minotaur,Crusader,0,77,59,60,40,84
622,Minotaur,Druid,-10,77,59,60,44,80
623,Minotaur,Shaman,N/A,77,63,60,40,80
624,Minotaur,Priest,0,77,63,60,40,80
625,Minotaur,Shukenja,10,77,63,60,40,80
626,Minotaur,Bard,-10,77,63,60,40,80
627,Minotaur,Jongleur,N/A,77,59,56,48,80
628,Minotaur,Charlatan,N/A,77,63,60,40,80
629,Minotaur,Skald,0,81,59,60,40,80
630,Minotaur,Brew,0,85,59,56,40,80
631,Yinn,(none),N/A,70,52,53,62,65
632,Yinn,Warrior,10,82,52,53,62,71
633,Yinn,Barbarian,0,76,52,53,62,77
634,Yinn,Ranger,0,70,52,59,74,65
635,Yinn,Swash,N/A,76,52,53,74,65
636,Yinn,Armsman,0,82,52,53,62,71
637,Yinn,Samurai,20,82,52,53,62,71
638,Yinn,Thief,-10,70,58,53,74,65
639,Yinn,Assassin,10,70,58,53,74,65
640,Yinn,Bandit,10,76,52,53,74,65
641,Yinn,Pirate,0,70,58,53,74,65
642,Yinn,Nightshade,-10,70,58,53,74,65
643,Yinn,Ninja,10,76,52,53,74,65
644,Yinn,Mage,0,70,64,59,62,65
645,Yinn,Illusionist,0,70,64,59,62,65
646,Yinn,Warlock,0,70,64,53,68,65
647,Yinn,Enchanter,0,70,64,59,62,65
648,Yinn,Mentalist,0,70,64,59,62,65
649,Yinn,WuJen,10,70,64,59,62,65
650,Yinn,Cleric,0,70,58,65,62,65
651,Yinn,Crusader,10,70,52,65,62,71
652,Yinn,Druid,0,70,52,65,68,65
653,Yinn,Shaman,N/A,70,58,65,62,65
654,Yinn,Priest,10,70,58,65,62,65
655,Yinn,Shukenja,10,70,58,65,62,65
656,Yinn,Bard,-10,70,58,65,62,65
657,Yinn,Jongleur,-10,70,52,59,74,65
658,Yinn,Charlatan,N/A,70,58,65,62,65
659,Yinn,Skald,-20,76,52,65,62,65
660,Yinn,Brew,0,82,52,61,62,65
661,Kender,(none),N/A,28,75,50,92,28
662,Kender,Warrior,-10,36,75,50,92,32
663,Kender,Barbarian,N/A,32,75,50,92,36
664,Kender,Ranger,0,28,75,54,100,28
665,Kender,Swash,0,32,75,50,100,28
666,Kender,Armsman,-20,36,75,50,92,32
667,Kender,Samurai,-20,36,75,50,92,32
668,Kender,Thief,20,28,79,50,100,28
669,Kender,Assassin,N/A,28,79,50,100,28
670,Kender,Bandit,N/A,32,75,50,100,28
671,Kender,Pirate,0,28,79,50,100,28
672,Kender,Nightshade,20,28,79,50,100,28
673,Kender,Ninja,20,32,75,50,100,28
674,Kender,Mage,N/A,28,83,54,92,28
675,Kender,Illusionist,N/A,28,83,54,92,28
676,Kender,Warlock,N/A,28,83,50,96,28
677,Kender,Enchanter,N/A,28,83,54,92,28
678,Kender,Mentalist,N/A,28,83,54,92,28
679,Kender,WuJen,N/A,28,83,54,92,28
680,Kender,Cleric,-10,28,79,58,92,28
681,Kender,Crusader,-10,28,75,58,92,32
682,Kender,Druid,-10,28,75,58,96,28
683,Kender,Shaman,N/A,28,79,58,92,28
684,Kender,Priest,-10,28,79,58,92,28
685,Kender,Shukenja,-10,28,79,58,92,28
686,Kender,Bard,10,28,79,58,92,28
687,Kender,Jongleur,10,28,75,54,100,28
688,Kender,Charlatan,0,28,79,58,92,28
689,Kender,Skald,0,32,75,58,92,28
690,Kender,Brew,0,36,75,54,92,28
691,Arboren,(none),N/A,72,50,70,48,80
692,Arboren,Warrior,10,80,50,70,48,84
693,Arboren,Barbarian,10,76,50,70,48,88
694,Arboren,Ranger,30,72,50,74,56,80
695,Arboren,Swash,N/A,76,50,70,56,80
696,Arboren,Armsman,0,80,50,70,48,84
697,Arboren,Samurai,0,80,50,70,48,84
698,Arboren,Thief,N/A,72,54,70,56,80
699,Arboren,Assassin,N/A,72,54,70,56,80
700,Arboren,Bandit,N/A,76,50,70,56,80
701,Arboren,Pirate,N/A,72,54,70,56,80
702,Arboren,Nightshade,N/A,72,54,70,56,80
703,Arboren,Ninja,N/A,76,50,70,56,80
704,Arboren,Mage,N/A,72,58,74,48,80
705,Arboren,Illusionist,N/A,72,58,74,48,80
706,Arboren,Warlock,N/A,72,58,70,52,80
707,Arboren,Enchanter,N/A,72,58,74,48,80
708,Arboren,Mentalist,N/A,72,58,74,48,80
709,Arboren,WuJen,N/A,72,58,74,48,80
710,Arboren,Cleric,20,72,54,78,48,80
711,Arboren,Crusader,-10,72,50,78,48,84
712,Arboren,Druid,30,72,50,78,52,80
713,Arboren,Shaman,10,72,54,78,48,80
714,Arboren,Priest,20,72,54,78,48,80
715,Arboren,Shukenja,10,72,54,78,48,80
716,Arboren,Bard,N/A,72,54,78,48,80
717,Arboren,Jongleur,N/A,72,50,74,56,80
718,Arboren,Charlatan,N/A,72,54,78,48,80
719,Arboren,Skald,N/A,76,50,78,48,80
720,Arboren,Brew,N/A,80,50,74,48,80
721,Centaur,(none),N/A,68,50,54,54,74
722,Centaur,Warrior,0,76,50,54,54,78
723,Centaur,Barbarian,20,72,50,54,54,82
724,Centaur,Ranger,20,68,50,58,62,74
725,Centaur,Swash,UNS,72,50,54,62,74
726,Centaur,Armsman,0,76,50,54,54,78
727,Centaur,Samurai,UNS,76,50,54,54,78
728,Centaur,Thief,UNS,68,54,54,62,74
729,Centaur,Assassin,UNS,68,54,54,62,74
730,Centaur,Bandit,UNS,72,50,54,62,74
731,Centaur,Pirate,0,68,54,54,62,74
732,Centaur,Nightshade,UNS,68,54,54,62,74
733,Centaur,Ninja,UNS,72,50,54,62,74
734,Centaur,Mage,N/A,68,58,58,54,74
735,Centaur,Illusionist,N/A,68,58,58,54,74
736,Centaur,Warlock,N/A,68,58,54,58,74
737,Centaur,Enchanter,N/A,68,58,58,54,74
738,Centaur,Mentalist,N/A,68,58,58,54,74
739,Centaur,WuJen,N/A,68,58,58,54,74
740,Centaur,Cleric,UNS,68,54,62,54,74
741,Centaur,Crusader,10,68,50,62,54,78
742,Centaur,Druid,10,68,50,62,58,74
743,Centaur,Shaman,10,68,54,62,54,74
744,Centaur,Priest,UNS,68,54,62,54,74
745,Centaur,Shukenja,10,68,54,62,54,74
746,Centaur,Bard,UNS,68,54,62,54,74
747,Centaur,Jongleur,UNS,68,50,58,62,74
748,Centaur,Charlatan,0,68,54,62,54,74
749,Centaur,Skald,0,72,50,62,54,74
750,Centaur,Brew,0,76,50,58,54,74
751,Ariel,(none),N/A,60,60,70,70,40
752,Ariel,Warrior,0,68,60,70,70,44
753,Ariel,Barbarian,20,64,60,70,70,48
754,Ariel,Ranger,20,60,60,74,78,40
755,Ariel,Swash,0,64,60,70,78,40
756,Ariel,Armsman,20,68,60,70,70,44
757,Ariel,Samurai,10,68,60,70,70,44
758,Ariel,Thief,0,60,64,70,78,40
759,Ariel,Assassin,20,60,64,70,78,40
760,Ariel,Bandit,0,64,60,70,78,40
761,Ariel,Pirate,0,60,64,70,78,40
762,Ariel,Nightshade,0,60,64,70,78,40
763,Ariel,Ninja,10,64,60,70,78,40
764,Ariel,Mage,0,60,68,74,70,40
765,Ariel,Illusionist,UNS,60,68,74,70,40
766,Ariel,Warlock,0,60,68,70,74,40
767,Ariel,Enchanter,0,60,68,74,70,40
768,Ariel,Mentalist,UNS,60,68,74,70,40
769,Ariel,WuJen,UNS,60,68,74,70,40
770,Ariel,Cleric,0,60,64,78,70,40
771,Ariel,Crusader,20,60,60,78,70,44
772,Ariel,Druid,20,60,60,78,74,40
773,Ariel,Shaman,20,60,64,78,70,40
774,Ariel,Priest,0,60,64,78,70,40
775,Ariel,Shukenja,10,60,64,78,70,40
776,Ariel,Bard,0,60,64,78,70,40
777,Ariel,Jongleur,20,60,60,74,78,40
778,Ariel,Charlatan,0,60,64,78,70,40
779,Ariel,Skald,0,64,60,78,70,40
780,Ariel,Brew,-10,68,60,74,70,40
781,Pixie,(none),N/A,24,88,70,94,24
782,Pixie,Warrior,N/A,32,88,70,94,28
783,Pixie,Barbarian,N/A,28,88,70,94,32
784,Pixie,Ranger,N/A,24,88,74,102,24
785,Pixie,Swash,N/A,28,88,70,102,24
786,Pixie,Armsman,N/A,32,88,70,94,28
787,Pixie,Samurai,N/A,32,88,70,94,28
788,Pixie,Thief,UNS,24,92,70,102,24
789,Pixie,Assassin,UNS,24,92,70,102,24
790,Pixie,Bandit,UNS,28,88,70,102,24
791,Pixie,Pirate,0,24,92,70,102,24
792,Pixie,Nightshade,0,24,92,70,102,24
793,Pixie,Ninja,-20,28,88,70,102,24
794,Pixie,Mage,UNS,24,96,74,94,24
795,Pixie,Illusionist,20,24,96,74,94,24
796,Pixie,Warlock,UNS,24,96,70,98,24
797,Pixie,Enchanter,UNS,24,96,74,94,24
798,Pixie,Mentalist,UNS,24,96,74,94,24
799,Pixie,WuJen,UNS,24,96,74,94,24
800,Pixie,Cleric,N/A,24,92,78,94,24
801,Pixie,Crusader,N/A,24,88,78,94,28
802,Pixie,Druid,N/A,24,88,78,98,24
803,Pixie,Shaman,N/A,24,92,78,94,24
804,Pixie,Priest,N/A,24,92,78,94,24
805,Pixie,Shukenja,N/A,24,92,78,94,24
806,Pixie,Bard,N/A,24,92,78,94,24
807,Pixie,Jongleur,N/A,24,88,74,102,24
808,Pixie,Charlatan,N/A,24,92,78,94,24
809,Pixie,Skald,N/A,28,88,78,94,24
810,Pixie,Brew,N/A,32,88,74,94,24
811,Bakali,(none),N/A,72,46,46,64,72
812,Bakali,Warrior,UNS,80,46,46,64,76
813,Bakali,Barbarian,UNS,76,46,46,64,80
814,Bakali,Ranger,0,72,46,50,72,72
815,Bakali,Swash,UNS,76,46,46,72,72
816,Bakali,Armsman,UNS,80,46,46,64,76
817,Bakali,Samurai,10,80,46,46,64,76
818,Bakali,Thief,UNS,72,50,46,72,72
819,Bakali,Assassin,20,72,50,46,72,72
820,Bakali,Bandit,20,76,46,46,72,72
821,Bakali,Pirate,0,72,50,46,72,72
822,Bakali,Nightshade,UNS,72,50,46,72,72
823,Bakali,Ninja,10,76,46,46,72,72
824,Bakali,Mage,0,72,54,50,64,72
825,Bakali,Illusionist,UNS,72,54,50,64,72
826,Bakali,Warlock,UNS,72,54,46,68,72
827,Bakali,Enchanter,N/A,72,54,50,64,72
828,Bakali,Mentalist,UNS,72,54,50,64,72
829,Bakali,WuJen,UNS,72,54,50,64,72
830,Bakali,Cleric,UNS,72,50,54,64,72
831,Bakali,Crusader,UNS,72,46,54,64,76
832,Bakali,Druid,0,72,46,54,68,72
833,Bakali,Shaman,10,72,50,54,64,72
834,Bakali,Priest,UNS,72,50,54,64,72
835,Bakali,Shukenja,10,72,50,54,64,72
836,Bakali,Bard,N/A,72,50,54,64,72
837,Bakali,Jongleur,N/A,72,46,50,72,72
838,Bakali,Charlatan,N/A,72,50,54,64,72
839,Bakali,Skald,N/A,76,46,54,64,72
840,Bakali,Brew,N/A,80,46,50,64,72
841,Orc,(none),N/A,70,60,55,60,70
842,Orc,Warrior,10,78,60,55,60,74
843,Orc,Barbarian,10,74,60,55,60,78
844,Orc,Ranger,0,70,60,59,68,70
845,Orc,Swash,0,74,60,55,68,70
846,Orc,Armsman,20,78,60,55,60,74
847,Orc,Samurai,10,78,60,55,60,74
848,Orc,Thief,10,70,64,55,68,70
849,Orc,Assassin,10,70,64,55,68,70
850,Orc,Bandit,20,74,60,55,68,70
851,Orc,Pirate,0,70,64,55,68,70
852,Orc,Nightshade,0,70,64,55,68,70
853,Orc,Ninja,10,74,60,55,68,70
854,Orc,Mage,-10,70,68,59,60,70
855,Orc,Illusionist,UNS,70,68,59,60,70
856,Orc,Warlock,0,70,68,55,64,70
857,Orc,Enchanter,0,70,68,59,60,70
858,Orc,Mentalist,UNS,70,68,59,60,70
859,Orc,WuJen,-10,70,68,59,60,70
860,Orc,Cleric,0,70,64,63,60,70
861,Orc,Crusader,10,70,60,63,60,74
862,Orc,Druid,UNS,70,60,63,64,70
863,Orc,Shaman,10,70,64,63,60,70
864,Orc,Priest,10,70,64,63,60,70
865,Orc,Shukenja,10,70,64,63,60,70
866,Orc,Bard,N/A,70,64,63,60,70
867,Orc,Jongleur,N/A,70,60,59,68,70
868,Orc,Charlatan,N/A,70,64,63,60,70
869,Orc,Skald,N/A,74,60,63,60,70
870,Orc,Brew,N/A,78,60,59,60,70
871,Troll,(none),N/A,90,45,45,60,80
872,Troll,Warrior,10,98,45,45,60,84
873,Troll,Barbarian,10,94,45,45,60,88
874,Troll,Ranger,0,90,45,49,68,80
875,Troll,Swash,0,94,45,45,68,80
876,Troll,Armsman,0,98,45,45,60,84
877,Troll,Samurai,-10,98,45,45,60,84
878,Troll,Thief,N/A,90,49,45,68,80
879,Troll,Assassin,N/A,90,49,45,68,80
880,Troll,Bandit,N/A,94,45,45,68,80
881,Troll,Pirate,N/A,90,49,45,68,80
882,Troll,Nightshade,N/A,90,49,45,68,80
883,Troll,Ninja,N/A,94,45,45,68,80
884,Troll,Mage,N/A,90,53,49,60,80
885,Troll,Illusionist,N/A,90,53,49,60,80
886,Troll,Warlock,N/A,90,53,45,64,80
887,Troll,Enchanter,N/A,90,53,49,60,80
888,Troll,Mentalist,N/A,90,53,49,60,80
889,Troll,WuJen,N/A,90,53,49,60,80
890,Troll,Cleric,10,90,49,53,60,80
891,Troll,Crusader,0,90,45,53,60,84
892,Troll,Druid,UNS,90,45,53,64,80
893,Troll,Shaman,UNS,90,49,53,60,80
894,Troll,Priest,UNS,90,49,53,60,80
895,Troll,Shukenja,UNS,90,49,53,60,80
896,Troll,Bard,N/A,90,49,53,60,80
897,Troll,Jongleur,N/A,90,45,49,68,80
898,Troll,Charlatan,N/A,90,49,53,60,80
899,Troll,Skald,N/A,94,45,53,60,80
900,Troll,Brew,N/A,98,45,49,60,80
901,Lepori,(none),N/A,50,75,60,85,45
902,Lepori,Warrior,UNS,58,75,60,85,49
903,Lepori,Barbarian,UNS,54,75,60,85,53
904,Lepori,Ranger,UNS,50,75,64,93,45
905,Lepori,Swash,UNS,54,75,60,93,45
906,Lepori,Armsman,UNS,58,75,60,85,49
907,Lepori,Samurai,UNS,58,75,60,85,49
908,Lepori,Thief,UNS,50,79,60,93,45
909,Lepori,Assassin,UNS,50,79,60,93,45
910,Lepori,Bandit,UNS,54,75,60,93,45
911,Lepori,Pirate,UNS,50,79,60,93,45
912,Lepori,Nightshade,UNS,50,79,60,93,45
913,Lepori,Ninja,UNS,54,75,60,93,45
914,Lepori,Mage,UNS,50,83,64,85,45
915,Lepori,Illusionist,UNS,50,83,64,85,45
916,Lepori,Warlock,UNS,50,83,60,89,45
917,Lepori,Enchanter,UNS,50,83,64,85,45
918,Lepori,Mentalist,UNS,50,79,68,85,45
919,Lepori,WuJen,UNS,50,83,64,85,45
920,Lepori,Cleric,UNS,50,79,68,85,45
921,Lepori,Crusader,UNS,50,75,68,85,49
922,Lepori,Druid,UNS,50,75,68,89,45
923,Lepori,Shaman,UNS,50,79,68,85,45
924,Lepori,Priest,UNS,50,79,68,85,45
925,Lepori,Shukenja,UNS,50,79,68,85,45
926,Lepori,Bard,UNS,50,79,68,85,45
927,Lepori,Jongleur,UNS,50,75,64,93,45
928,Lepori,Charlatan,UNS,50,79,68,85,45
929,Lepori,Skald,UNS,54,75,68,85,45
930,Lepori,Brew,UNS,58,75,64,85,45
931,Lepori,Bladesinger,N/A,50,79,60,93,45
932,Lepori,Battlerager,N/A,54,75,60,85,53
933,Lepori,Necromancer,UNS,50,83,64,85,45
934,Lepori,Transmuter,UNS,50,83,64,85,45
935,Lepori,Invoker,UNS,50,83,64,85,45
936,Lepori,Paladin,N/A,58,75,64,85,45
937,Lepori,Monk,UNS,50,83,64,85,45
938,Lepori,Shadowknight,N/A,58,75,64,85,45
939,Lepori,Runesmith,N/A,50,79,68,85,45
940,Lepori,Eldritch,N/A,50,83,64,85,45
941,Lepori,Battlemage,UNS,50,83,64,85,45
942,Lepori,Dragonslayer,UNS,58,75,60,85,49
943,Lepori,Confessor,N/A,50,83,64,85,45
944,Lepori,Shadowmage,N/A,50,83,64,85,45
945,Lepori,Ovate,UNS,50,79,68,85,45
946,Lagoda,(none),N/A,70,55,60,75,55
947,Lagoda,Warrior,UNS,78,55,60,75,59
948,Lagoda,Barbarian,UNS,74,55,60,75,63
949,Lagoda,Ranger,UNS,70,55,64,83,55
950,Lagoda,Swash,UNS,74,55,60,83,55
951,Lagoda,Armsman,UNS,78,55,60,75,59
952,Lagoda,Samurai,UNS,78,55,60,75,59
953,Lagoda,Thief,UNS,70,59,60,83,55
954,Lagoda,Assassin,UNS,70,59,60,83,55
955,Lagoda,Bandit,UNS,74,55,60,83,55
956,Lagoda,Pirate,UNS,70,59,60,83,55
957,Lagoda,Nightshade,UNS,70,59,60,83,55
958,Lagoda,Ninja,UNS,74,55,60,83,55
959,Lagoda,Mage,UNS,70,63,64,75,55
960,Lagoda,Illusionist,UNS,70,63,64,75,55
961,Lagoda,Warlock,UNS,70,63,60,79,55
962,Lagoda,Enchanter,UNS,70,63,64,75,55
963,Lagoda,Mentalist,UNS,70,59,68,75,55
964,Lagoda,WuJen,UNS,70,63,64,75,55
965,Lagoda,Cleric,UNS,70,59,68,75,55
966,Lagoda,Crusader,UNS,70,55,68,75,59
967,Lagoda,Druid,UNS,70,55,68,79,55
968,Lagoda,Shaman,UNS,70,59,68,75,55
969,Lagoda,Priest,UNS,70,59,68,75,55
970,Lagoda,Shukenja,UNS,70,59,68,75,55
971,Lagoda,Bard,UNS,70,59,68,75,55
972,Lagoda,Jongleur,UNS,70,55,64,83,55
973,Lagoda,Charlatan,UNS,70,59,68,75,55
974,Lagoda,Skald,UNS,74,55,68,75,55
975,Lagoda,Brew,UNS,78,55,64,75,55
976,Lagoda,Bladesinger,N/A,70,59,60,83,55
977,Lagoda,Battlerager,N/A,74,55,60,75,63
978,Lagoda,Necromancer,UNS,70,63,64,75,55
979,Lagoda,Transmuter,UNS,70,63,64,75,55
980,Lagoda,Invoker,UNS,70,63,64,75,55
981,Lagoda,Paladin,N/A,78,55,64,75,55
982,Lagoda,Monk,UNS,70,63,64,75,55
983,Lagoda,Shadowknight,N/A,78,55,64,75,55
984,Lagoda,Runesmith,N/A,70,59,68,75,55
985,Lagoda,Eldritch,N/A,70,63,64,75,55
986,Lagoda,Battlemage,UNS,70,63,64,75,55
987,Lagoda,Dragonslayer,UNS,78,55,60,75,59
988,Lagoda,Confessor,N/A,70,63,64,75,55
989,Lagoda,Shadowmage,N/A,70,63,64,75,55
990,Lagoda,Ovate,UNS,70,59,68,75,55
991,Gully,(none),N/A,66,30,44,50,90
992,Gully,Warrior,UNS,74,30,44,50,94
993,Gully,Barbarian,UNS,70,30,44,50,98
994,Gully,Ranger,UNS,66,30,48,58,90
995,Gully,Swash,UNS,70,30,44,58,90
996,Gully,Armsman,UNS,74,30,44,50,94
997,Gully,Samurai,UNS,74,30,44,50,94
998,Gully,Thief,UNS,66,34,44,58,90
999,Gully,Assassin,UNS,66,34,44,58,90
1000,Gully,Bandit,UNS,70,30,44,58,90
1001,Gully,Pirate,UNS,66,34,44,58,90
1002,Gully,Nightshade,UNS,66,34,44,58,90
1003,Gully,Ninja,UNS,70,30,44,58,90
1004,Gully,Mage,UNS,66,38,48,50,90
1005,Gully,Illusionist,UNS,66,38,48,50,90
1006,Gully,Warlock,UNS,66,38,44,54,90
1007,Gully,Enchanter,UNS,66,38,48,50,90
1008,Gully,Mentalist,UNS,66,34,52,50,90
1009,Gully,WuJen,UNS,66,38,48,50,90
1010,Gully,Cleric,UNS,66,34,52,50,90
1011,Gully,Crusader,UNS,66,30,52,50,94
1012,Gully,Druid,UNS,66,30,52,54,90
1013,Gully,Shaman,UNS,66,34,52,50,90
1014,Gully,Priest,UNS,66,34,52,50,90
1015,Gully,Shukenja,UNS,66,34,52,50,90
1016,Gully,Bard,UNS,66,34,52,50,90
1017,Gully,Jongleur,UNS,66,30,48,58,90
1018,Gully,Charlatan,UNS,66,34,52,50,90
1019,Gully,Skald,UNS,70,30,52,50,90
1020,Gully,Brew,UNS,74,30,48,50,90
1021,Gully,Bladesinger,N/A,66,34,44,58,90
1022,Gully,Battlerager,N/A,70,30,44,50,98
1023,Gully,Necromancer,UNS,66,38,48,50,90
1024,Gully,Transmuter,UNS,66,38,48,50,90
1025,Gully,Invoker,UNS,66,38,48,50,90
1026,Gully,Paladin,N/A,74,30,48,50,90
1027,Gully,Monk,UNS,66,38,48,50,90
1028,Gully,Shadowknight,N/A,74,30,48,50,90
1029,Gully,Runesmith,N/A,66,34,52,50,90
1030,Gully,Eldritch,N/A,66,38,48,50,90
1031,Gully,Battlemage,UNS,66,38,48,50,90
1032,Gully,Dragonslayer,UNS,74,30,44,50,94
1033,Gully,Confessor,N/A,66,38,48,50,90
1034,Gully,Shadowmage,N/A,66,38,48,50,90
1035,Gully,Ovate,UNS,66,34,52,50,90
1037,Human,Bladesinger,N/A,60,66,60,70,60
1038,Human,Battlerager,N/A,66,60,60,60,70
1039,Human,Necromancer,UNS,60,70,66,60,60
1040,Human,Transmuter,UNS,60,70,66,60,60
1041,Human,Invoker,UNS,60,70,66,60,60
1042,Human,Paladin,UNS,70,60,66,60,60
1043,Human,Monk,UNS,60,70,66,60,60
1044,Human,Shadowknight,UNS,70,60,66,60,60
1045,Human,Runesmith,N/A,60,66,70,60,60
1046,Human,Eldritch,N/A,60,70,66,60,60
1047,Human,Battlemage,UNS,60,70,66,60,60
1048,Human,Dragonslayer,UNS,70,60,60,60,66
1049,Human,Confessor,UNS,60,70,66,60,60
1050,Human,Shadowmage,UNS,60,70,66,60,60
1051,Human,Ovate,UNS,60,66,70,60,60
1053,S-Elf,Bladesinger,UNS,37,86,82,77,40
1054,S-Elf,Battlerager,N/A,41,82,82,69,48
1055,S-Elf,Necromancer,UNS,37,90,86,69,40
1056,S-Elf,Transmuter,UNS,37,90,86,69,40
1057,S-Elf,Invoker,UNS,37,90,86,69,40
1058,S-Elf,Paladin,N/A,45,82,86,69,40
1059,S-Elf,Monk,UNS,37,90,86,69,40
1060,S-Elf,Shadowknight,N/A,45,82,86,69,40
1061,S-Elf,Runesmith,N/A,37,86,90,69,40
1062,S-Elf,Eldritch,UNS,37,90,86,69,40
1063,S-Elf,Battlemage,UNS,37,90,86,69,40
1064,S-Elf,Dragonslayer,UNS,45,82,82,69,44
1065,S-Elf,Confessor,N/A,37,90,86,69,40
1066,S-Elf,Shadowmage,N/A,37,90,86,69,40
1067,S-Elf,Ovate,UNS,37,86,90,69,40
1069,D-Elf,Bladesinger,UNS,37,85,81,77,42
1070,D-Elf,Battlerager,N/A,41,81,81,69,50
1071,D-Elf,Necromancer,UNS,37,89,85,69,42
1072,D-Elf,Transmuter,UNS,37,89,85,69,42
1073,D-Elf,Invoker,UNS,37,89,85,69,42
1074,D-Elf,Paladin,N/A,45,81,85,69,42
1075,D-Elf,Monk,UNS,37,89,85,69,42
1076,D-Elf,Shadowknight,N/A,45,81,85,69,42
1077,D-Elf,Runesmith,N/A,37,85,89,69,42
1078,D-Elf,Eldritch,UNS,37,89,85,69,42
1079,D-Elf,Battlemage,UNS,37,89,85,69,42
1080,D-Elf,Dragonslayer,UNS,45,81,81,69,46
1081,D-Elf,Confessor,N/A,37,89,85,69,42
1082,D-Elf,Shadowmage,N/A,37,89,85,69,42
1083,D-Elf,Ovate,UNS,37,85,89,69,42
1085,W-Elf,Bladesinger,10,51,68,56,86,52
1086,W-Elf,Battlerager,N/A,55,64,56,78,60
1087,W-Elf,Necromancer,UNS,51,72,60,78,52
1088,W-Elf,Transmuter,UNS,51,72,60,78,52
1089,W-Elf,Invoker,UNS,51,72,60,78,52
1090,W-Elf,Paladin,N/A,59,64,60,78,52
1091,W-Elf,Monk,UNS,51,72,60,78,52
1092,W-Elf,Shadowknight,N/A,59,64,60,78,52
1093,W-Elf,Runesmith,N/A,51,68,64,78,52
